year,state,city,new_state,mean_hours,mean_days
2022,충청북도,진천군,충청북도 진천군,260,1.7
2022,충청북도,괴산군,충청북도 괴산군,277,1.5
2022,충청북도,음성군,충청북도 음성군,249,1.8
2022,충청북도,단양군,충청북도 단양군,293,1.4
2022,충청남도,천안시 동남구,충청남도 천안시 동남구,210,1.7
2022,충청남도,천안시 서북구,충청남도 천안시 서북구,253,1.8
2022,충청남도,공주시,충청남도 공주시,196,1.5
2022,충청남도,보령시,충청남도 보령시,325,1.6
2022,충청남도,아산시,충청남도 아산시,266,1.7
2022,충청남도,서산시,충청남도 서산시,276,1.7
2022,충청남도,논산시,충청남도 논산시,256,1.6
2022,충청남도,계룡시,충청남도 계룡시,241,1.9
2022,충청남도,당진시,충청남도 당진시,236,1.7
2022,충청남도,금산군,충청남도 금산군,235,1.6
2022,충청남도,부여군,충청남도 부여군,252,1.6
2022,충청남도,서천군,충청남도 서천군,248,1.6
2022,충청남도,청양군,충청남도 청양군,294,1.5
2022,충청남도,홍성군,충청남도 홍성군,263,1.6
2022,충청남도,예산군,충청남도 예산군,236,1.5
2022,충청남도,태안군,충청남도 태안군,401,1.4
2022,전라북도,전주시 완산구,전라북도 전주시 완산구,243,1.8
2022,전라북도,전주시 덕진구,전라북도 전주시 덕진구,237,1.9
2022,전라북도,군산시,전라북도 군산시,292,1.7
2022,전라북도,익산시,전라북도 익산시,289,1.8
2022,전라북도,정읍시,전라북도 정읍시,270,1.7
2022,전라북도,남원시,전라북도 남원시,283,1.6
2022,전라북도,김제시,전라북도 김제시,224,1.7
2022,전라북도,완주군,전라북도 완주군,223,1.6
2022,전라북도,진안군,전라북도 진안군,280,1.5
2022,전라북도,무주군,전라북도 무주군,287,1.5
2022,전라북도,장수군,전라북도 장수군,314,1.7
2022,전라북도,임실군,전라북도 임실군,153,1.6
2022,전라북도,순창군,전라북도 순창군,241,1.6
2022,전라북도,고창군,전라북도 고창군,248,1.6
2022,전라북도,부안군,전라북도 부안군,340,1.6
2022,전라남도,목포시,전라남도 목포시,261,1.8
2022,전라남도,여수시,전라남도 여수시,352,1.6
2022,전라남도,순천시,전라남도 순천시,251,1.7
2022,전라남도,나주시,전라남도 나주시,242,1.7
2022,전라남도,광양시,전라남도 광양시,288,1.7
2022,전라남도,담양군,전라남도 담양군,182,1.6
2022,전라남도,곡성군,전라남도 곡성군,252,1.6
2022,전라남도,구례군,전라남도 구례군,267,1.5
2022,전라남도,고흥군,전라남도 고흥군,368,1.6
2022,전라남도,보성군,전라남도 보성군,265,1.6
2022,전라남도,화순군,전라남도 화순군,242,1.6
2022,전라남도,장흥군,전라남도 장흥군,303,1.7
2022,전라남도,강진군,전라남도 강진군,271,1.7
2022,전라남도,해남군,전라남도 해남군,290,1.7
2022,전라남도,영암군,전라남도 영암군,263,1.7
2022,전라남도,무안군,전라남도 무안군,251,1.7
2022,전라남도,함평군,전라남도 함평군,220,1.6
2022,전라남도,영광군,전라남도 영광군,270,1.7
2022,전라남도,장성군,전라남도 장성군,230,1.6
2022,전라남도,완도군,전라남도 완도군,368,1.8
2022,전라남도,진도군,전라남도 진도군,313,1.7
2022,전라남도,신안군,전라남도 신안군,332,1.8
2022,경상북도,포항시 남구,경상북도 포항시 남구,245,1.7
2022,경상북도,포항시 북구,경상북도 포항시 북구,248,1.7
2022,경상북도,경주시,경상북도 경주시,289,1.6
2022,경상북도,김천시,경상북도 김천시,290,1.7
2022,경상북도,안동시,경상북도 안동시,291,1.7
2022,경상북도,구미시,경상북도 구미시,291,1.9
2022,경상북도,영주시,경상북도 영주시,338,1.7
2022,경상북도,영천시,경상북도 영천시,255,1.6
2022,경상북도,상주시,경상북도 상주시,270,1.7
2022,경상북도,문경시,경상북도 문경시,276,1.6
2022,경상북도,경산시,경상북도 경산시,244,1.8
2022,경상북도,군위군,경상북도 군위군,190,1.5
2022,경상북도,의성군,경상북도 의성군,273,1.6
2022,경상북도,청송군,경상북도 청송군,309,1.6
2022,경상북도,영양군,경상북도 영양군,409,1.7
2022,경상북도,영덕군,경상북도 영덕군,277,1.5
2022,경상북도,청도군,경상북도 청도군,259,1.4
2022,경상북도,고령군,경상북도 고령군,223,1.6
2022,경상북도,성주군,경상북도 성주군,262,1.6
2022,경상북도,칠곡군,경상북도 칠곡군,195,1.7
2022,경상북도,예천군,경상북도 예천군,316,1.6
2022,경상북도,봉화군,경상북도 봉화군,318,1.7
2022,경상북도,울진군,경상북도 울진군,375,1.6
2022,경상북도,울릉군,경상북도 울릉군,659,2.3
2022,경상남도,창원시 의창구,경상남도 창원시 의창구,162,1.8
2022,경상남도,창원시 성산구,경상남도 창원시 성산구,178,1.9
2022,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구,164,1.7
2022,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구,185,1.8
2022,경상남도,창원시 진해구,경상남도 창원시 진해구,202,1.8
2022,경상남도,진주시,경상남도 진주시,276,1.7
2022,경상남도,통영시,경상남도 통영시,309,1.5
2022,경상남도,사천시,경상남도 사천시,208,1.6
2022,경상남도,김해시,경상남도 김해시,213,1.8
2022,경상남도,밀양시,경상남도 밀양시,261,1.6
2022,경상남도,거제시,경상남도 거제시,351,1.7
2022,경상남도,양산시,경상남도 양산시,208,1.8
2022,경상남도,의령군,경상남도 의령군,269,1.6
2022,경상남도,함안군,경상남도 함안군,208,1.7
2022,경상남도,창녕군,경상남도 창녕군,248,1.5
2022,경상남도,고성군,경상남도 고성군,240,1.5
2022,경상남도,남해군,경상남도 남해군,352,1.5
2022,경상남도,하동군,경상남도 하동군,258,1.5
2022,경상남도,산청군,경상남도 산청군,299,1.5
2022,경상남도,함양군,경상남도 함양군,325,1.6
2022,경상남도,거창군,경상남도 거창군,277,1.6
2022,경상남도,합천군,경상남도 합천군,288,1.5
2022,제주특별자치도,제주시,제주특별자치도 제주시,384,1.9
2022,제주특별자치도,서귀포시,제주특별자치도 서귀포시,378,1.9
