,Unnamed: 0.1,Unnamed: 0,address,state,city,lat,long,install_cnt,date,new_address
74360,267049,267049,충남 당진시 송산면 동곡리 260-1,충남,당진시,36.967022,126.696833,,2022-07-26,
74869,267558,267558,충청남도 공주시 정치리 381-11,충청남도,공주시,36.3181834,126.9913073,,2022-11-22,
77122,269814,269814,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77123,269815,269815,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77124,269816,269816,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77125,269817,269817,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77126,269818,269818,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77127,269819,269819,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77128,269820,269820,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77129,269821,269821,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77130,269822,269822,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77131,269823,269823,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77132,269824,269824,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77133,269825,269825,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77134,269826,269826,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77135,269827,269827,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
77680,270372,270372,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
77681,270373,270373,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
77682,270374,270374,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
77683,270375,270375,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
77761,270453,270453,충청남도 보령시 웅천읍 관당리 888-57,충청남도,보령시,36.24771048,126.5371455,,2022-11-30,
78406,271098,271098,충청남도 예산군 예산읍 주교리 179-7,충청남도,예산군,36.68627556,126.8322347,,2022-11-30,
78897,271589,271589,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
78898,271590,271590,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
78899,271591,271591,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
78900,271592,271592,충청남도 태안군 안면읍 황도리 26-5,충청남도,태안군,36.59906643,126.3835809,,2022-11-20,
79269,271961,271961,충청남도 보령시 천북면 사호리 487-4,충청남도,보령시,36.47633565,126.4819804,,2022-11-30,
79311,272003,272003,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79312,272004,272004,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79313,272005,272005,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79314,272006,272006,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79315,272007,272007,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79316,272008,272008,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79317,272009,272009,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79318,272010,272010,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79319,272011,272011,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79320,272012,272012,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79321,272013,272013,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79322,272014,272014,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79323,272015,272015,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79324,272016,272016,충청남도 태안군 근흥면 정죽리 1268-28,충청남도,태안군,36.67839395,126.1548258,,2022-11-20,
79369,272061,272061,충청남도 보령시 천북면 하만리 968-39,충청남도,보령시,36.443909,126.519521,,2022-11-30,
79710,272402,272402,충청남도 보령시 대천항1길 134,충청남도,보령시,36.32506373,126.5038904,,2022-11-30,
80243,272935,272935,음성읍 읍내리 603-3,음성읍,읍내리,36.9375709,127.6867921,,2020-06-30,
80300,272992,272992,대소면 오산리 156-2,대소면,오산리,36.9670396,127.4894037,,2020-06-30,
80387,273079,273079,음성읍 읍내리 855-55,음성읍,읍내리,36.9364359,127.6883896,,2020-06-30,
80390,273082,273082,금왕읍 무극리 358-1,금왕읍,무극리,36.9971232,127.5971991,,2020-06-30,
80422,273114,273114,금왕읍 무극리 275-14 앞,금왕읍,무극리,36.991679,127.5888201,,2020-06-30,
80739,273431,273431,진천읍 교성리 63-3번지,진천읍,교성리,36.844681,127.44247,,2020-12-15,
81391,274083,274083,대소면 삼정리 138-5,대소면,삼정리,36.962933,127.499755,,2021-09-16,
81397,274089,274089,대소면 오산리 156-2,대소면,오산리,36.9670396,127.4894037,,2021-09-16,
81588,274280,274280,금왕읍 무극리 275-14 앞,금왕읍,무극리,36.991679,127.5888201,,2021-09-16,
81621,274313,274313,금왕읍 무극리 358-1,금왕읍,무극리,36.9971232,127.5971991,,2021-09-16,
81624,274316,274316,음성읍 읍내리 855-55,음성읍,읍내리,36.9364359,127.6883896,,2021-09-16,
81653,274345,274345,삼성면 선정리 725-2,삼성면,선정리,36.9948783,127.4995478,,2021-09-16,
81707,274399,274399,음성읍 읍내리 603-3,음성읍,읍내리,36.9375709,127.6867921,,2021-09-16,
82130,274822,274822,사리면 이곡리 1050-1,사리면,이곡리,36.800771,127.709653,,2021-10-20,
82207,274899,274899,연풍면 원풍리 244-4,연풍면,원풍리,36.815221,128.024103,,2021-10-20,
82737,277495,277495,대소면 성본리 144-10,대소면,성본리,36.957726,127.529584,,2022-06-10,
82772,277561,277561,삼성면 선정리 725-2,삼성면,선정리,36.994878,127.499547,,2022-06-10,
82774,277563,277563,삼성면 선정리 725-2,삼성면,선정리,36.994878,127.499547,,2022-06-10,
82855,277705,277705,음성읍 읍내리 603-3,음성읍,읍내리,36.93757,127.686792,,2022-06-10,
82856,277706,277706,음성읍 읍내리 603-3,음성읍,읍내리,36.93757,127.686792,,2022-06-10,
82887,277737,277737,생극면 신양리 429-4,생극면,신양리,36.949574,127.520915,,2022-06-10,
82888,277738,277738,생극면 신양리 429-4,생극면,신양리,36.949574,127.520915,,2022-06-10,
82944,277836,277836,대소면 오산리 156-2,대소면,오산리,36.967039,127.489403,,2022-06-10,
82945,277837,277837,대소면 오산리 156-2,대소면,오산리,36.967039,127.489403,,2022-06-10,
83134,278420,278420,금왕읍 무극리 275-14 앞,금왕읍,무극리,36.991679,127.58882,,2022-06-10,
83183,278549,278549,대소면 삼정리 138-5,대소면,삼정리,36.962933,127.499755,,2022-06-10,
83323,278837,278837,소이면 충도리 1387-30,소이면,충도리,36.926133,127.732647,,2022-06-10,
83324,278838,278838,소이면 충도리 1387-30,소이면,충도리,36.926133,127.732647,,2022-06-10,
83549,279183,279183,음성읍 읍내리 855-55,음성읍,읍내리,36.936435,127.688389,,2022-06-10,
83552,279186,279186,금왕읍 무극리 358-1,금왕읍,무극리,36.997123,127.597199,,2022-06-10,
83881,279678,279678,생극면 신양리 429-4,생극면,신양리,36.949574,127.520915,,2022-06-10,
83882,279679,279679,생극면 신양리 429-4,생극면,신양리,36.949574,127.520915,,2022-06-10,
83986,279783,279783,음성읍 읍내리 603-3,음성읍,읍내리,36.93757,127.686792,,2022-06-10,
84022,279819,279819,음성읍 읍내리 603-3,음성읍,읍내리,36.93757,127.686792,,2022-06-10,
84064,279861,279861,삼성면 선정리 725-2,삼성면,선정리,36.994878,127.499547,,2022-06-10,
84066,279863,279863,삼성면 선정리 725-2,삼성면,선정리,36.994878,127.499547,,2022-06-10,
84143,279940,279940,대소면 성본리 144-10,대소면,성본리,36.957726,127.529584,,2022-06-10,
84377,280174,280174,대소면 오산리 156-2,대소면,오산리,36.967039,127.489403,,2022-06-10,
84378,280175,280175,대소면 오산리 156-2,대소면,오산리,36.967039,127.489403,,2022-06-10,
84652,280449,280449,금왕읍 무극리 275-14 앞,금왕읍,무극리,36.991679,127.58882,,2022-06-10,
84727,280524,280524,금왕읍 무극리 358-1,금왕읍,무극리,36.997123,127.597199,,2022-06-10,
84730,280527,280527,음성읍 읍내리 855-55,음성읍,읍내리,36.936435,127.688389,,2022-06-10,
84909,280706,280706,소이면 충도리 1387-30,소이면,충도리,36.926133,127.732647,,2022-06-10,
84910,280707,280707,소이면 충도리 1387-30,소이면,충도리,36.926133,127.732647,,2022-06-10,
84924,280721,280721,대소면 삼정리 138-5,대소면,삼정리,36.962933,127.499755,,2022-06-10,
85172,280969,280969,대소면 오산리 156-2,대소면,오산리,36.9670396,127.4894037,,2022-06-10,
85178,280975,280975,대소면 삼정리 138-5,대소면,삼정리,36.962933,127.499755,,2022-06-10,
85285,281082,281082,음성읍 읍내리 603-3,음성읍,읍내리,36.9375709,127.6867921,,2022-06-10,
85339,281136,281136,삼성면 선정리 725-2,삼성면,선정리,36.9948783,127.4995478,,2022-06-10,
85486,281283,281283,음성읍 읍내리 855-55,음성읍,읍내리,36.9364359,127.6883896,,2022-06-10,
85489,281286,281286,금왕읍 무극리 358-1,금왕읍,무극리,36.9971232,127.5971991,,2022-06-10,
85522,281319,281319,금왕읍 무극리 275-14 앞,금왕읍,무극리,36.991679,127.5888201,,2022-06-10,
